종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"187220","디티앤씨","3350","25","0.75",,,,,"7353","0.46","0","0.00"
"383930","디티앤씨알오","6360","190","3.08",,,,,"2488","2.56","0","0.00"
"131180","딜리","1075","10","0.94","25","43.00",,,"2079","0.52","0","0.00"
"315640","딥노이드","6130","420","7.36",,,"212","28.93","1224","5.01","0","0.00"
"223310","딥마인드","3140","-90","-2.79",,,,,"1426","2.20","0","0.00"
"317120","라닉스","3805","55","1.47",,,,,"1104","3.45","0","0.00"
"462510","라메디텍","13140","-360","-2.67",,,,,"1169","11.24","0","0.00"
"042510","라온시큐어","1943","7","0.36","104","18.68","155","12.51","853","2.28","0","0.00"
"232680","라온테크","7410","160","2.21","187","39.63",,,"2254","3.29","30","0.40"
"418420","라온텍","4065","110","2.78",,,,,"726","5.60","0","0.00"
"300120","라온피플","4700","120","2.62",,,,,"2204","2.13","0","0.00"
"171120","라이온켐텍","2135","-5","-0.23","197","10.84",,,"3605","0.59","100","4.68"
"388790","라이콤","3210","110","3.55",,,,,"810","3.96","0","0.00"
"347700","라이프시맨틱스","3825","245","6.84",,,,,"573","6.68","0","0.00"
"214260","라파스","19300","500","2.66",,,,,"3552","5.43","0","0.00"
"200350","래몽래인","11770","690","6.23",,,,,"5822","2.02","0","0.00"
"171010","램테크놀러지","4665","110","2.41",,,,,"3421","1.36","0","0.00"
"084650","랩지노믹스","4950","-150","-2.94",,,,,"3068","1.61","0","0.00"
"217500","러셀","2045","5","0.25","91","22.47",,,"1889","1.08","30","1.47"
"038390","레드캡투어","15970","30","0.19","2005","7.97",,,"24430","0.65","900","5.64"
"294140","레몬","5840","350","6.38",,,,,"804","7.26","0","0.00"
"443250","레뷰코퍼레이션","9080","40","0.44","436","20.83",,,"4931","1.84","0","0.00"
"228670","레이","8900","-80","-0.89",,,"559","15.91","8212","1.08","0","0.00"
"228850","레이언스","7610","-50","-0.65","1246","6.11","925","8.23","15265","0.50","100","1.31"
"412350","레이저쎌","6260","340","5.74",,,,,"4211","1.49","0","0.00"
"199550","레이저옵텍","8390","140","1.70","2","4195.00",,,"1997","4.20","0","0.00"
"281740","레이크머티리얼즈","19490","2590","15.33","367","53.11","434","44.90","1671","11.66","0","0.00"
"277810","레인보우로보틱스","142800","2000","1.42",,,"919","155.34","6735","21.20","0","0.00"
"215100","로보로보","3955","95","2.46","69","57.32",,,"1530","2.58","14","0.35"
"090360","로보스타","24400","900","3.83","71","343.66",,,"9226","2.64","0","0.00"
"108490","로보티즈","19330","700","3.76",,,,,"7466","2.59","0","0.00"
"067730","로지시스","2530","-5","-0.20","53","47.74",,,"1760","1.44","60","2.37"
"071280","로체시스템즈","13020","-130","-0.99","594","21.92","1982","6.57","7484","1.74","50","0.38"
"328130","루닛","42550","4650","12.27",,,,,"8191","5.19","0","0.00"
"038060","루멘스","1066","1","0.09","85","12.54",,,"2080","0.51","0","0.00"
"141080","리가켐바이오","92900","-900","-0.96",,,"1783","52.09","5241","17.73","0","0.00"
"058470","리노공업","206500","-3000","-1.43","7308","28.26","8262","24.99","36700","5.63","3000","1.45"
"016100","리더스코스메틱","3025","45","1.51","13","232.69",,,"2409","1.26","0","0.00"
"012700","리드코프","4710","25","0.53","351","13.42",,,"16422","0.29","200","4.25"
"302550","리메드","3345","-5","-0.15","26","128.65",,,"1006","3.33","0","0.00"
"073570","리튬포어스","2270","30","1.34",,,,,"4065","0.56","0","0.00"
"377450","리파인","11290","360","3.29","1374","8.22","1662","6.79","10147","1.11","0","0.00"
"277070","린드먼아시아","4900","20","0.41","285","17.19",,,"4451","1.10","43","0.88"
"042500","링네트","5540","190","3.55","833","6.65",,,"6259","0.89","100","1.81"
"193250","링크드","497","6","1.22",,,,,"1170","0.42","0","0.00"
"219420","링크제니시스","5200","90","1.76","111","46.85",,,"3866","1.35","0","0.00"
"439090","마녀공장","23950","-200","-0.83","749","31.98","1368","17.51","5925","4.04","0","0.00"
"195500","마니커에프앤지","3100","30","0.98","130","23.85",,,"4168","0.74","0","0.00"
"377480","마음AI","11920","800","7.19",,,,,"3271","3.64","0","0.00"
"305090","마이크로디지탈","12550","-10","-0.08","38","330.26",,,"555","22.61","0","0.00"
"098120","마이크로컨텍솔","6430","140","2.23","890","7.22",,,"6629","0.97","80","1.24"
"424980","마이크로투나노","8000","460","6.10",,,,,"5650","1.42","0","0.00"
"038290","마크로젠","19180","-80","-0.42",,,"676","28.36","15952","1.20","300","1.56"
"267980","매일유업","39450","100","0.25","7678","5.14","7331","5.38","75136","0.53","1200","3.04"
"005990","매일홀딩스","8430","20","0.24","3970","2.12",,,"30646","0.28","200","2.37"
"093520","매커스","9870","400","4.22","1878","5.26",,,"9952","0.99","150","1.52"
"377030","맥스트","3615","75","2.12",,,,,"1304","2.77","0","0.00"
"100590","머큐리","3585","40","1.13","216","16.60",,,"6249","0.57","0","0.00"
"067280","멀티캠퍼스","30700","400","1.32","5316","5.78",,,"32669","0.94","1600","5.21"
"072870","메가스터디","11320","-20","-0.18","1900","5.96",,,"27338","0.41","850","7.51"
"215200","메가스터디교육","48250","50","0.10","8118","5.94","8501","5.68","41175","1.17","2000","4.15"
"133750","메가엠디","2380","-120","-4.80",,,,,"2820","0.84","0","0.00"
"446540","메가터치","4410","175","4.13",,,,,"2414","1.83","0","0.00"
"235980","메드팩토","7110","0","0.00",,,,,"2106","3.38","0","0.00"
"041920","메디아나","6050","-40","-0.66","557","10.86",,,"6305","0.96","25","0.41"
"014100","메디앙스","2450","-40","-1.61","619","3.96",,,"7700","0.32","0","0.00"
"054180","메디콕스","607","69","12.83",,,,,"1191","0.51","0","0.00"
"086900","메디톡스","202000","-2500","-1.22","1311","154.08","8092","24.96","65468","3.09","1100","0.54"
"078160","메디포스트","6200","0","0.00","287","21.60",,,"8234","0.75","0","0.00"
"408920","메쎄이상","2195","40","1.86","126","17.42",,,"1373","1.60","50","2.28"
"021880","메이슨캐피탈","402","0","0.00",,,,,"355","1.13","0","0.00"
"140410","메지온","33700","200","0.60",,,,,"2075","16.24","0","0.00"
"241770","메카로","8150","200","2.52",,,,,"18831","0.43","0","0.00"
"059210","메타바이오메드","4205","55","1.33","429","9.80",,,"3063","1.37","20","0.48"
"058110","멕아이씨에스","3680","-95","-2.52",,,,,"3191","1.15","0","0.00"
"434480","모니터랩","3820","155","4.23",,,,,"2895","1.32","0","0.00"
"080420","모다이노칩","1861","46","2.53",,,,,"4377","0.43","0","0.00"
"417970","모델솔루션","10700","310","2.98","167","64.07",,,"9618","1.11","40","0.37"
"080160","모두투어","11460","300","2.69","592","19.36","1006","11.39","3995","2.87","250","2.18"
"087260","모바일어플라이언스","2245","50","2.28","65","34.54",,,"1483","1.51","0","0.00"
"101330","모베이스","3545","80","2.31","687","5.16",,,"13907","0.25","70","1.97"
"012860","모베이스전자","1998","14","0.71","128","15.61",,,"2807","0.71","0","0.00"
"363260","모비데이즈","2035","43","2.16",,,,,"1240","1.64","0","0.00"
"348030","모비릭스","4680","-45","-0.95",,,,,"7524","0.62","0","0.00"
"250060","모비스","2840","80","2.90",,,,,"689","4.12","0","0.00"
"288980","모아데이타","1566","43","2.82","7","223.71",,,"1137","1.38","0","0.00"
"142760","모아라이프플러스","2010","-10","-0.50","269","7.47",,,"1022","1.97","0","0.00"
"033200","모아텍","3435","120","3.62",,,,,"7598","0.45","0","0.00"
"333050","모코엠시스","1360","0","0.00","46","29.57",,,"886","1.53","14","1.03"
"118990","모트렉스","10460","210","2.05","1330","7.86",,,"8377","1.25","0","0.00"
"006920","모헨즈","2995","35","1.18","757","3.96",,,"3036","0.99","0","0.00"
"001810","무림SP","1747","10","0.58",,,,,"8956","0.20","10","0.57"
"279600","미디어젠","11230","20","0.18",,,,,"2287","4.91","0","0.00"
"095500","미래나노텍","11490","510","4.64",,,,,"8680","1.32","0","0.00"
"254490","미래반도체","15400","-100","-0.65","355","43.38","1057","14.56","5554","2.77","0","0.00"
"218150","미래생명자원","4470","5","0.11","23","194.35",,,"2265","1.97","0","0.00"
"442900","미래에셋드림스팩1호","9880","0","0.00",,,,,,,"0","0.00"
"100790","미래에셋벤처투자","5220","70","1.36","467","11.18",,,"6489","0.80","0","0.00"
"412930","미래에셋비전스팩1호","2620","0","0.00",,,,,,,"0","0.00"
"446190","미래에셋비전스팩2호","2325","0","0.00",,,,,,,"0","0.00"
"448830","미래에셋비전스팩3호","2190","-5","-0.23",,,,,,,"0","0.00"
"477380","미래에셋비전스팩4호","2040","-10","-0.49",,,,,,,"0","0.00"
"477470","미래에셋비전스팩5호","2110","0","0.00",,,,,,,"0","0.00"
"478440","미래에셋비전스팩6호","2035","5","0.25",,,,,,,"0","0.00"
"049950","미래컴퍼니","21050","1240","6.26","449","46.88",,,"16810","1.25","100","0.48"
"207760","미스터블루","1503","43","2.95",,,,,"745","2.02","0","0.00"
"059090","미코","11670","760","6.97",,,,,"2410","4.84","0","0.00"
"214610","미코바이오메드","2770","-250","-8.28",,,,,"849","3.26","0","0.00"
"201490","미투온","2310","10","0.43","249","9.28",,,"4191","0.55","0","0.00"
"452200","민테크","9370","170","1.85",,,,,"803","11.67","0","0.00"
"418470","밀리의서재","16930","870","5.42","2060","8.22",,,"6881","2.46","0","0.00"
"206640","바디텍메드","19670","-880","-4.28","1181","16.66","1685","11.68","8476","2.32","200","1.02"
"018700","바른손","1198","15","1.27",,,,,"1241","0.97","0","0.00"
"035620","바른손이앤에이","528","-1","-0.19",,,,,"979","0.54","0","0.00"
"053030","바이넥스","22450","-200","-0.88","151","148.68","404","55.51","5863","3.83","0","0.00"
"301300","바이브컴퍼니","4650","25","0.54","2677","1.74",,,"5462","0.85","0","0.00"
"064550","바이오니아","34150","-650","-1.87",,,"1404","24.33","8674","3.94","0","0.00"
"314930","바이오다인","14740","360","2.50",,,"133","110.60","1529","9.64","0","0.00"
"208710","바이오로그디바이스","537","-20","-3.59",,,,,"972","0.55","0","0.00"
"086820","바이오솔루션","13800","170","1.25",,,,,"5258","2.62","0","0.00"
"038460","바이오스마트","4380","-105","-2.34","915","4.79",,,"5473","0.80","0","0.00"
"251120","바이오에프디엔씨","15590","-60","-0.38","655","23.80",,,"6873","2.27","0","0.00"
"199730","바이오인프라","8210","140","1.73","426","19.27",,,"7082","1.16","600","7.31"
"086040","바이오톡스텍","5080","-20","-0.39",,,,,"3247","1.56","0","0.00"
"099430","바이오플러스","6020","-110","-1.79","445","13.53",,,"2132","2.82","70","1.16"
"032980","바이온","1029","-11","-1.06",,,,,"506","2.03","0","0.00"
"308080","바이젠셀","4300","-95","-2.16",,,,,"3730","1.15","0","0.00"
"043150","바텍","24650","100","0.41","3483","7.08","4199","5.87","26837","0.92","100","0.41"
"323990","박셀바이오","15900","-50","-0.31",,,,,"3636","4.37","0","0.00"
"267790","배럴","4800","0","0.00","865","5.55",,,"4295","1.12","50","1.04"
"046310","백금T&A","2520","25","1.00","817","3.08",,,"3746","0.67","80","3.17"
"331520","밸로프","795","-8","-1.00","18","44.17",,,"575","1.38","0","0.00"
"199480","뱅크웨어글로벌","9820","-250","-2.48",,,,,"1190","8.25","0","0.00"
"438700","버넥트","3975","95","2.45",,,,,"4056","0.98","0","0.00"
"066410","버킷스튜디오","1153","0","0.00","63","18.30",,,"1813","0.64","0","0.00"
"382900","범한퓨얼셀","16990","360","2.16",,,,,"12106","1.40","0","0.00"
"206400","베노티앤알","3025","-100","-3.20",,,,,"2655","1.14","0","0.00"
"019010","베뉴지","2215","65","3.02","342","6.48",,,"7815","0.28","30","1.35"
"177350","베셀","305","2","0.66",,,,,"333","0.92","0","0.00"
"424760","벨로크","1255","5","0.40",,,,,"1329","0.94","0","0.00"
"225530","보광산업","4760","15","0.32","459","10.37",,,"2619","1.82","300","6.30"
"250000","보라티알","10360","320","3.19","1444","7.17",,,"12811","0.81","250","2.41"
"310210","보로노이","66900","400","0.60",,,,,"4786","13.98","0","0.00"
"006910","보성파워텍","3030","60","2.02","89","34.04",,,"1733","1.75","0","0.00"
"226340","본느","2250","15","0.67",,,,,"996","2.26","0","0.00"
"014470","부방","1820","19","1.05",,,,,"2932","0.62","0","0.00"
"008470","부스타","3910","90","2.36","179","21.84",,,"9572","0.41","60","1.53"
"338220","뷰노","36350","1650","4.76",,,"91","398.34","362","100.41","0","0.00"
"100120","뷰웍스","26400","450","1.73","1603","16.47","2768","9.54","23482","1.12","350","1.33"
"406820","뷰티스킨","16920","110","0.65",,,,,"9930","1.70","0","0.00"
"337930","브랜드엑스코퍼레이션","10810","620","6.08","384","28.15","1013","10.67","3029","3.57","80","0.74"
"099390","브레인즈컴퍼니","6630","70","1.07","620","10.69",,,"5909","1.12","60","0.90"
"064480","브리지텍","6340","170","2.76","308","20.58",,,"4361","1.45","150","2.37"
"288330","브릿지바이오테라퓨틱스","3210","70","2.23",,,,,"531","6.05","0","0.00"
"365900","브이씨","3975","-85","-2.09",,,,,"5266","0.75","0","0.00"
"089970","브이엠","11010","240","2.23",,,"470","23.42","5218","2.11","0","0.00"
"251630","브이원텍","5390","120","2.28","201","26.82",,,"7775","0.69","100","1.86"
"018290","브이티","32200","300","0.94","799","40.30","2303","13.98","3297","9.77","0","0.00"
"439580","블루엠텍","18660","290","1.58",,,,,"4264","4.38","0","0.00"
"033560","블루콤","3420","20","0.59",,,,,"9228","0.37","0","0.00"
"369370","블리츠웨이스튜디오","1715","0","0.00",,,,,"615","2.79","0","0.00"
"126340","비나텍","38750","1400","3.75","336","115.33","592","65.50","10881","3.56","0","0.00"
"121800","비덴트","3320","0","0.00",,,,,"7233","0.46","0","0.00"
"082800","비보존 제약","4225","175","4.32",,,,,"2205","1.92","0","0.00"
"318410","비비씨","9570","90","0.95","966","9.91",,,"13924","0.69","400","4.18"
"419540","비스토스","2100","-5","-0.24","35","60.00",,,"806","2.61","0","0.00"
"146320","비씨엔씨","14950","200","1.36","101","148.02","868","17.23","5886","2.54","0","0.00"
"200780","비씨월드제약","5800","40","0.69","312","18.59",,,"9675","0.60","100","1.72"
"413640","비아이매트릭스","9200","220","2.45",,,,,"3804","2.42","0","0.00"
"141000","비아트론","7250","30","0.42","145","50.00",,,"14987","0.48","0","0.00"
"083650","비에이치아이","8040","50","0.63","267","30.11","511","15.72","2377","3.38","0","0.00"
"445360","비엔케이제1호스팩","2115","0","0.00",,,,,,,"0","0.00"
"473370","비엔케이제2호스팩","2040","0","0.00",,,,,,,"0","0.00"
"065170","비엘팜텍","521","-6","-1.14",,,,,"353","1.48","0","0.00"
"086670","비엠티","10600","170","1.63","1846","5.74",,,"13281","0.80","250","2.36"
"335890","비올","9110","80","0.89","370","24.62","601","15.17","991","9.19","18","0.20"
"230980","비유테크놀러지","229","0","0.00",,,,,"181","1.27","0","0.00"
"138580","비즈니스온","15750","0","0.00","462","34.09","706","22.32","3156","4.99","0","0.00"
"082920","비츠로셀","18870","110","0.59","1667","11.32","1969","9.58","10469","1.80","250","1.32"
"054220","비츠로시스","478","-9","-1.85",,,,,"352","1.36","0","0.00"
"042370","비츠로테크","7670","150","1.99",,,,,"8093","0.95","50","0.65"
"050090","비케이홀딩스","908","44","5.09",,,,,"873","1.04","0","0.00"
"148780","비큐AI","1097","41","3.88","23","47.70",,,"392","2.80","0","0.00"
"307870","비투엔","1882","-788","-29.51",,,,,"417","4.51","0","0.00"
"357880","비트나인","2755","75","2.80",,,,,"1463","1.88","0","0.00"
"032850","비트컴퓨터","5760","0","0.00","338","17.04",,,"4041","1.43","62","1.08"
"238200","비피도","4545","0","0.00","132","34.43",,,"6321","0.72","0","0.00"
"093190","빅솔론","4570","95","2.12","688","6.64",,,"11281","0.41","200","4.38"
"065450","빅텍","4955","-45","-0.90",,,,,"1940","2.55","0","0.00"
"210120","빅텐츠","12430","-250","-1.97",,,,,"7313","1.70","0","0.00"
"044480","빌리언스","832","-77","-8.47",,,,,"469","1.77","0","0.00"
"069540","빛과전자","1210","-245","-16.84",,,,,"1722","0.70","0","0.00"
"072950","빛샘전자","4675","5","0.11","504","9.28",,,"8847","0.53","70","1.50"
"451250","삐아","13990","-60","-0.43",,,,,,,"0","0.00"
"143240","사람인","17700","10","0.06","1740","10.17",,,"16087","1.10","500","2.82"
"452430","사피엔반도체","15450","550","3.69",,,"316","48.96","1496","10.33","0","0.00"
"419120","산돌","7070","70","1.00","427","16.56",,,"7281","0.97","180","2.55"
"122350","삼기","1644","9","0.55","167","9.84",,,"3126","0.53","0","0.00"
"419050","삼기이브이","2620","105","4.17","84","31.19",,,"1262","2.08","0","0.00"
"014970","삼륭물산","3990","-10","-0.25","135","29.56",,,"4008","1.00","75","1.88"
"018310","삼목에스폼","20000","700","3.63","8474","2.36",,,"40225","0.50","300","1.50"
"053700","삼보모터스","4910","80","1.66","1436","3.42",,,"14431","0.34","50","1.02"
"009620","삼보산업","428","9","2.15",,,,,"213","2.01","0","0.00"
"023600","삼보판지","9430","80","0.86","3355","2.81",,,"34747","0.27","310","3.29"
"425290","삼성스팩6호","2295","-70","-2.96",,,,,,,"0","0.00"
"439250","삼성스팩7호","10130","-30","-0.30",,,,,,,"0","0.00"
"448740","삼성스팩8호","9970","0","0.00",,,,,,,"0","0.00"
"468510","삼성스팩9호","2020","-10","-0.49",,,,,,,"0","0.00"
"009300","삼아제약","25050","-300","-1.18","3502","7.15",,,"32846","0.76","750","2.99"
"361670","삼영에스앤씨","6360","20","0.32",,,,,"4174","1.52","0","0.00"
"054540","삼영엠텍","4875","-95","-1.91","497","9.81",,,"5534","0.88","100","2.05"
"065570","삼영이엔씨","1737","46","2.72",,,,,"2738","0.63","0","0.00"
"032280","삼일","1666","6","0.36","182","9.15",,,"4039","0.41","30","1.80"
"002290","삼일기업공사","3030","0","0.00","310","9.77",,,"5262","0.58","175","5.78"
"037460","삼지전자","8770","60","0.69","2061","4.26",,,"22651","0.39","450","5.13"
"032750","삼진","4410","-10","-0.23","13","339.23",,,"10240","0.43","70","1.59"
"054090","삼진엘앤디","1135","3","0.27",,,,,"2863","0.40","0","0.00"
"000250","삼천당제약","154300","-800","-0.52",,,,,"9689","15.93","0","0.00"
"024950","삼천리자전거","4585","25","0.55","430","10.66",,,"7621","0.60","0","0.00"
"038500","삼표시멘트","3225","40","1.26","315","10.24","457","7.05","6575","0.49","100","3.10"
"437730","삼현","22350","250","1.13","1107","20.19",,,"5692","3.93","0","0.00"
"017480","삼현철강","4700","15","0.32","674","6.97",,,"12596","0.37","300","6.38"
"046390","삼화네트웍스","1438","24","1.70",,,,,"1422","1.01","0","0.00"
"027580","상보","1414","31","2.24","8","176.75",,,"1092","1.29","0","0.00"
"038540","상상인","2400","-30","-1.23",,,,,"12068","0.20","0","0.00"
"415580","상상인제3호스팩","2095","0","0.00",,,,,,,"0","0.00"
"452670","상상인제4호스팩","2015","5","0.25",,,,,,,"0","0.00"
"091580","상신이디피","11540","70","0.61","1944","5.94",,,"10904","1.06","120","1.04"
"263810","상신전자","3430","20","0.59","157","21.85",,,"3048","1.13","0","0.00"
"089980","상아프론테크","21500","-50","-0.23","769","27.96","423","50.80","12381","1.74","200","0.93"
"042940","상지건설","2725","-5","-0.18","3680","0.74",,,"10210","0.27","0","0.00"
"042600","새로닉스","12980","350","2.77",,,,,"13905","0.93","0","0.00"
"107600","새빗켐","26300","550","2.14",,,,,"12973","2.03","200","0.76"
"411080","샌즈랩","6780","520","8.31","33","205.45",,,"2981","2.27","0","0.00"
"252990","샘씨엔에스","6620","160","2.48",,,"153","43.39","2093","3.16","0","0.00"
"378800","샤페론","1951","-54","-2.69",,,,,"823","2.37","0","0.00"
"294630","서남","3915","180","4.82",,,,,"468","8.37","0","0.00"
"038070","서린바이오","10140","270","2.74",,,,,"9710","1.04","100","0.99"
"006730","서부T&D","6250","50","0.81","2134","2.93","507","12.32","13386","0.47","50","0.80"
"079650","서산","1158","23","2.03","78","14.85",,,"3524","0.33","0","0.00"
"100660","서암기계공업","4250","130","3.16","153","27.78",,,"5214","0.82","35","0.82"
"019770","서연탑메탈","4160","70","1.71","727","5.72",,,"7208","0.58","65","1.56"
"043710","서울리거","665","-14","-2.06",,,,,"536","1.24","0","0.00"
"092190","서울바이오시스","4235","-20","-0.47",,,,,"394","10.75","0","0.00"
"046890","서울반도체","9740","-230","-2.31",,,"274","35.49","12013","0.81","136","1.40"
"063170","서울옥션","6940","100","1.46",,,,,"6935","1.00","0","0.00"
"027040","서울전자통신","298","0","0.00",,,,,"559","0.53","0","0.00"
"018680","서울제약","5500","40","0.73","302","18.21",,,"3308","1.66","0","0.00"
"093920","서원인텍","5660","40","0.71","775","7.30",,,"11013","0.51","400","7.07"
"189860","서전기전","4990","135","2.78",,,,,"3130","1.59","0","0.00"
"178320","서진시스템","28950","1400","5.08",,,"2938","9.85","13425","2.16","0","0.00"
"122690","서진오토모티브","2670","20","0.75","417","6.40",,,"4197","0.64","0","0.00"
"140070","서플러스글로벌","3040","15","0.50","166","18.31",,,"5402","0.56","30","0.99"
"011370","서한","815","11","1.37","85","9.59",,,"3976","0.20","30","3.68"
"065710","서호전기","19380","0","0.00","3112","6.23",,,"18856","1.03","1500","7.74"
"035890","서희건설","1394","26","1.90","683","2.04",,,"4222","0.33","45","3.23"
"357550","석경에이티","47050","1350","2.95","635","74.09",,,"6607","7.12","0","0.00"
"003100","선광","16450","60","0.37","5163","3.19",,,"62479","0.26","400","2.43"
"067370","선바이오","7720","180","2.39","374","20.64",,,"2284","3.38","75","0.97"
"171090","선익시스템","40900","950","2.38",,,"1483","27.57","8205","4.98","0","0.00"
"086710","선진뷰티사이언스","12010","170","1.44","467","25.72","992","12.11","5817","2.06","40","0.33"
"014620","성광벤드","16330","910","5.90","1402","11.65","1749","9.34","18097","0.90","150","0.92"
"037350","성도이엔지","5290","140","2.72","281","18.83",,,"18406","0.29","100","1.89"
"081580","성우전자","3900","150","4.00",,,,,"6975","0.56","0","0.00"
"045300","성우테크론","2945","-20","-0.67",,,,,"6923","0.43","0","0.00"
"015750","성우하이텍","7270","100","1.39","2125","3.42",,,"16604","0.44","150","2.06"
"365340","성일하이텍","53700","1400","2.68","2068","25.97","578","92.97","25675","2.09","0","0.00"
"080470","성창오토텍","4245","5","0.12","753","5.64",,,"6590","0.64","50","1.18"
"043260","성호전자","1814","100","5.83","364","4.98",,,"2086","0.87","0","0.00"
"148150","세경하이테크","7170","600","9.13","988","7.26","511","14.03","4101","1.75","300","4.18"
"188260","세니젠","4845","725","17.60",,,,,"2094","2.31","0","0.00"
"053060","세동","1147","21","1.87","557","2.06",,,"2120","0.54","0","0.00"
"340440","세림B&G","1392","30","2.20","134","10.39",,,"1165","1.19","0","0.00"
"017510","세명전기","5630","100","1.81","86","65.47",,,"4917","1.15","70","1.24"
"011560","세보엠이씨","10370","140","1.37","3014","3.44",,,"21017","0.49","550","5.30"
"396300","세아메카닉스","3025","75","2.54","240","12.60","286","10.59","2653","1.14","0","0.00"
"100700","세운메디칼","2910","15","0.52","345","8.43",,,"3122","0.93","70","2.41"
"024830","세원물산","6280","-10","-0.16","1525","4.12",,,"42723","0.15","100","1.59"
"258830","세종메디칼","412","0","0.00",,,,,"312","1.32","0","0.00"
"036630","세종텔레콤","546","0","0.00","169","3.23",,,"1447","0.38","0","0.00"
"039310","세중","1641","-28","-1.68","759","2.16",,,"5588","0.29","0","0.00"
"067770","세진티에스","2630","25","0.96",,,,,"5246","0.50","0","0.00"
"053450","세코닉스","5920","60","1.02","778","7.61","1038","5.71","8414","0.70","100","1.69"
"222810","세토피아","1080","0","0.00",,,,,"440","2.45","0","0.00"
"252500","세화피앤씨","1003","0","0.00","67","14.97",,,"946","1.06","17","1.69"
"321370","센서뷰","3165","60","1.93",,,,,"534","5.93","0","0.00"
"347000","센코","2460","80","3.36",,,,,"1171","2.10","0","0.00"
"331920","셀레믹스","8660","-690","-7.38",,,,,"1945","4.45","0","0.00"
"049180","셀루메드","1829","-16","-0.87",,,,,"525","3.48","0","0.00"
"299660","셀리드","14240","0","0.00",,,,,"2676","5.32","0","0.00"
"268600","셀리버리","6680","0","0.00",,,,,,,"0","0.00"
"108860","셀바스AI","15070","1130","8.11",,,,,"4877","3.09","0","0.00"
"208370","셀바스헬스케어","5500","280","5.36","215","25.58",,,"2342","2.35","0","0.00"
"318160","셀바이오휴먼텍","3285","30","0.92",,,,,"4814","0.68","0","0.00"
"068760","셀트리온제약","71400","-800","-1.11","514","138.91",,,"9107","7.84","0","0.00"
"068940","셀피글로벌","778","0","0.00",,,,,"538","1.45","0","0.00"
"060230","소니드","1174","0","0.00",,,,,"2694","0.44","0","0.00"
"290690","소룩스","10690","-540","-4.81",,,,,"2131","5.02","0","0.00"
"032680","소프트센","546","10","1.87",,,,,"507","1.08","0","0.00"
"032685","소프트센우","7910","-90","-1.13",,,,,,,"0","0.00"
"258790","소프트캠프","1026","-6","-0.58",,,,,"474","2.16","0","0.00"
"066910","손오공","1710","55","3.32",,,,,"648","2.64","0","0.00"
"043100","솔고바이오","364","9","2.54",,,,,"287","1.27","0","0.00"
"035610","솔본","4020","20","0.50","1714","2.35",,,"6418","0.63","0","0.00"
"357780","솔브레인","257000","3000","1.18","16832","15.27","24057","10.68","115118","2.23","2000","0.78"
"036830","솔브레인홀딩스","54800","1200","2.24","4406","12.44",,,"59882","0.92","200","0.36"
"304100","솔트룩스","14520","710","5.14",,,,,"6033","2.41","0","0.00"
"328380","솔트웨어","1017","6","0.59","22","46.23",,,"670","1.52","0","0.00"
"086980","쇼박스","3635","20","0.55",,,,,"1680","2.16","0","0.00"
"050960","수산아이앤티","10350","-10","-0.10","825","12.55",,,"12522","0.83","125","1.21"
"084180","수성웹툰","530","10","1.92",,,,,"656","0.81","0","0.00"
"253840","수젠텍","10080","-680","-6.32",,,,,"7355","1.37","0","0.00"
"298830","슈어소프트테크","4475","90","2.05","100","44.75",,,"1567","2.86","0","0.00"
"236200","슈프리마","26750","350","1.33","3316","8.07","4224","6.33","29583","0.90","0","0.00"
"094840","슈프리마에이치큐","6390","40","0.63","3989","1.60",,,"22636","0.28","0","0.00"
"192440","슈피겐코리아","26150","1200","4.81","7073","3.70",,,"77532","0.34","696","2.66"
"424960","스마트레이더시스템","7530","500","7.11",,,,,"1426","5.28","0","0.00"
"099440","스맥","3285","45","1.39","476","6.90",,,"2865","1.15","0","0.00"
"033790","스카이문스테크놀로지","11710","270","2.36",,,,,"1281","9.14","0","0.00"
"276040","스코넥","3530","60","1.73",,,,,"1816","1.94","0","0.00"
"159910","스킨앤스킨","892","6","0.68",,,,,"512","1.74","0","0.00"
"060240","스타코링크","1187","31","2.68",,,,,"1022","1.16","0","0.00"
"115570","스타플렉스","3140","40","1.29",,,,,"8004","0.39","0","0.00"
"330730","스톤브릿지벤처스","3785","0","0.00","356","10.63",,,"5094","0.74","300","7.93"
"352090","스톰테크","8020","80","1.01","936","8.57",,,"6093","1.32","300","3.74"
"253450","스튜디오드래곤","36100","500","1.40","1001","36.06","1642","21.99","23546","1.53","0","0.00"
"408900","스튜디오미르","2745","20","0.73","80","34.31",,,"1170","2.35","0","0.00"
"204630","스튜디오산타클로스","4650","0","0.00",,,,,"12420","0.37","0","0.00"
"415380","스튜디오삼익","9260","250","2.77","649","14.27",,,"5806","1.59","0","0.00"
"013810","스페코","3895","-125","-3.11",,,,,"2942","1.32","0","0.00"
"203690","스피어파워","5920","360","6.47",,,,,"2223","2.66","0","0.00"
"049830","승일","7630","-20","-0.26","71","107.46",,,"24624","0.31","85","1.11"
"020710","시공테크","4320","5","0.12","436","9.91",,,"6933","0.62","80","1.85"
"033170","시그네틱스","1112","42","3.93",,,,,"1376","0.81","0","0.00"
"048870","시너지이노베이션","2765","15","0.55","28","98.75",,,"2153","1.28","0","0.00"
