종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"058820","CMG제약","2380","-45","-1.86","46","51.74",,,"1370","1.74","0","0.00"
"023460","CNH","470","2","0.43",,,,,"2748","0.17","0","0.00"
"056730","CNT85","809","7","0.87","193","4.19",,,"1042","0.78","0","0.00"
"065770","CS","1120","0","0.00",,,,,"902","1.24","0","0.00"
"083660","CSA 코스믹","947","-2","-0.21",,,,,"362","2.62","0","0.00"
"456440","DB금융스팩11호","2330","5","0.22",,,,,,,"0","0.00"
"477760","DB금융스팩12호","2095","-25","-1.18",,,,,,,"0","0.00"
"099520","DGI","1284","0","0.00",,,,,"566","2.27","0","0.00"
"060900","DGP","1148","-31","-2.63",,,,,"2149","0.53","0","0.00"
"290120","DH오토리드","2915","0","0.00",,,,,"5438","0.54","0","0.00"
"025440","DH오토웨어","355","0","0.00","5","71.00",,,"452","0.79","0","0.00"
"068790","DMS","6160","0","0.00","829","7.43",,,"13160","0.47","90","1.46"
"241520","DSC인베스트먼트","3205","45","1.42","543","5.90",,,"3895","0.82","40","1.25"
"180400","DXVX","3545","165","4.88",,,,,"608","5.83","0","0.00"
"245620","EDGC","415","0","0.00",,,,,"324","1.28","0","0.00"
"037370","EG","7720","340","4.61",,,,,"6927","1.11","0","0.00"
"050120","ES큐브","1759","-17","-0.96",,,,,"6161","0.29","0","0.00"
"214270","FSN","1820","36","2.02",,,,,"2272","0.80","0","0.00"
"130500","GH신소재","4520","115","2.61","148","30.54",,,"5394","0.84","0","0.00"
"083450","GST","17840","430","2.47","1985","8.99",,,"12539","1.42","500","2.80"
"297890","HB솔루션","4875","90","1.88","1137","4.29",,,"3319","1.47","30","0.62"
"440290","HB인베스트먼트","2160","15","0.70","444","4.86",,,"2922","0.74","0","0.00"
"078150","HB테크놀러지","2880","60","2.13","983","2.93",,,"3503","0.82","20","0.69"
"195940","HK이노엔","41700","-1850","-4.25","1666","25.03","2889","14.43","42487","0.98","350","0.84"
"028300","HLB","91500","1000","1.10",,,,,"4034","22.68","0","0.00"
"278650","HLB바이오스텝","2640","70","2.72",,,,,"1300","2.03","0","0.00"
"067630","HLB생명과학","11520","290","2.58",,,,,"2209","5.22","0","0.00"
"024850","HLB이노베이션","3355","-135","-3.87",,,,,"858","3.91","0","0.00"
"047920","HLB제약","27800","350","1.28",,,,,"2908","9.56","0","0.00"
"115450","HLB테라퓨틱스","9850","510","5.46",,,,,"2104","4.68","0","0.00"
"046210","HLB파나진","3600","120","3.45",,,,,"1550","2.32","0","0.00"
"403870","HPSP","30200","1600","5.59","990","30.51","1372","22.01","3350","9.01","150","0.50"
"036640","HRS","5340","10","0.19","758","7.04","925","5.77","7165","0.75","200","3.75"
"439730","IBKS제20호스팩","2340","-5","-0.21",,,,,,,"0","0.00"
"442770","IBKS제21호스팩","2250","-30","-1.32",,,,,,,"0","0.00"
"448760","IBKS제22호스팩","2290","5","0.22",,,,,,,"0","0.00"
"467930","IBKS제23호스팩","2185","0","0.00",,,,,,,"0","0.00"
"469480","IBKS제24호스팩","2200","10","0.46",,,,,,,"0","0.00"
"095340","ISC","58600","1000","1.74","749","78.24","3041","19.27","23130","2.53","200","0.34"
"067290","JW신약","1789","28","1.59",,,,,"331","5.40","0","0.00"
"035900","JYP Ent.","51400","500","0.98","3186","16.13","3091","16.63","11897","4.32","574","1.12"
"318000","KBG","6090","250","4.28","541","11.26",,,"4834","1.26","100","1.64"
"024840","KBI메탈","3270","235","7.74","2","1635.00",,,"3450","0.95","0","0.00"
"024120","KB오토시스","3950","40","1.02","92","42.93",,,"9459","0.42","150","3.80"
"455250","KB제25호스팩","2640","0","0.00",,,,,,,"0","0.00"
"458320","KB제26호스팩","2485","0","0.00",,,,,,,"0","0.00"
"464680","KB제27호스팩","1999","3","0.15",,,,,,,"0","0.00"
"476470","KB제28호스팩","2140","-10","-0.47",,,,,,,"0","0.00"
"478390","KB제29호스팩","2055","-15","-0.72",,,,,,,"0","0.00"
"021320","KCC건설","4555","25","0.55","519","8.78","1106","4.12","22370","0.20","130","2.85"
"036670","KCI","7450","30","0.40","1022","7.29",,,"9891","0.75","250","3.36"
"044180","KD","476","15","3.25",,,,,"1219","0.39","0","0.00"
"046440","KG모빌리언스","4635","65","1.42","1176","3.94","965","4.80","9255","0.50","220","4.75"
"151860","KG에코솔루션","6140","50","0.82","1844","3.33",,,"24975","0.25","120","1.95"
"035600","KG이니시스","9980","100","1.01","2909","3.43","2516","3.97","17862","0.56","420","4.21"
"226360","KH 건설","2555","0","0.00",,,,,"5703","0.45","0","0.00"
"111870","KH 미래물산","8910","0","0.00","4998","1.78",,,"23064","0.39","0","0.00"
"060720","KH바텍","11440","200","1.78","1369","8.36","1881","6.08","11142","1.03","400","3.50"
"058400","KNN","751","-5","-0.66","63","11.92",,,"1622","0.46","20","2.66"
"101000","KS인더스트리","2330","-60","-2.51","199","11.71",,,"832","2.80","0","0.00"
"122450","KX","4090","-50","-1.21","420","9.74",,,"6234","0.66","200","4.89"
"052900","KX하이텍","1052","7","0.67","81","12.99",,,"2123","0.50","0","0.00"
"376190","LB루셈","4945","35","0.71","48","103.02",,,"8276","0.60","0","0.00"
"061970","LB세미콘","5170","140","2.78",,,"274","18.86","5769","0.90","0","0.00"
"309960","LB인베스트먼트","4335","155","3.71","286","15.16",,,"5020","0.86","200","4.61"
"225190","LK삼양","1746","105","6.40","14","124.71",,,"593","2.94","60","3.44"
"060370","LS마린솔루션","20350","-450","-2.16","472","43.11","369","55.22","4987","4.08","160","0.79"
"417200","LS머트리얼즈","17630","510","2.98","214","82.38","237","74.54","2668","6.61","22","0.12"
"078020","LS증권","4885","15","0.31","423","11.55",,,"13813","0.35","150","3.07"
"086960","MDS테크","1200","36","3.09","17","70.59",,,"1327","0.90","0","0.00"
"038340","MIT","1233","0","0.00",,,,,"525","2.35","0","0.00"
"160550","NEW","2635","60","2.33",,,,,"3923","0.67","0","0.00"
"053290","NE능률","4340","-40","-0.91","65","66.77",,,"5171","0.84","0","0.00"
"060250","NHN KCP","7580","170","2.29","913","8.30","1134","6.68","5780","1.31","200","2.64"
"104200","NHN벅스","3805","70","1.87",,,,,"5102","0.75","0","0.00"
"222160","NPX","8040","0","0.00","15","536.00",,,"2928","2.75","0","0.00"
"024940","PN풍년","4065","105","2.65","231","17.60",,,"5109","0.80","35","0.86"
"218410","RFHIC","12130","270","2.28","671","18.08","1162","10.44","11103","1.09","100","0.82"
"327260","RF머트리얼즈","7920","140","1.80",,,,,"5259","1.51","0","0.00"
"091340","S&K폴리텍","2735","5","0.18",,,,,"7690","0.36","0","0.00"
"419530","SAMG엔터","12490","300","2.46",,,,,"5718","2.18","0","0.00"
"019550","SBI인베스트먼트","742","9","1.23","52","14.27",,,"783","0.95","0","0.00"
"036120","SCI평가정보","2545","0","0.00","14","181.79",,,"830","3.07","50","1.96"
"246960","SCL사이언스","9500","-50","-0.52",,,,,"2597","3.66","0","0.00"
"099220","SDN","1530","18","1.19",,,,,"1723","0.89","0","0.00"
"036540","SFA반도체","4200","100","2.44",,,"151","27.78","2737","1.53","0","0.00"
"255220","SG","2725","-75","-2.68",,,,,"1048","2.60","0","0.00"
"040610","SG&G","1603","43","2.76","592","2.71",,,"10247","0.16","0","0.00"
"049470","SGA","490","0","0.00",,,,,"643","0.76","0","0.00"
"184230","SGA솔루션즈","526","12","2.33",,,,,"861","0.61","0","0.00"
"016250","SGC E&C","16280","420","2.65",,,"4377","3.72","69166","0.24","750","4.61"
"048550","SM C&C","1734","32","1.88",,,,,"1016","1.71","0","0.00"
"063440","SM Life Design","1383","20","1.47","103","13.43",,,"1239","1.12","0","0.00"
"067160","SOOP","110900","8900","8.73","6874","16.13","9733","11.39","27160","4.08","850","0.77"
"289080","SV인베스트먼트","1884","46","2.50","65","28.98",,,"1322","1.43","20","1.06"
"089230","THE E&M","1472","-21","-1.41",,,,,"1570","0.94","0","0.00"
"032540","TJ미디어","5400","-30","-0.55","337","16.02",,,"6177","0.87","320","5.93"
"022220","TKG애강","1086","2","0.18","105","10.34",,,"1932","0.56","0","0.00"
"048770","TPC","3025","40","1.34",,,,,"2849","1.06","25","0.83"
"246690","TS인베스트먼트","1093","2","0.18","258","4.24",,,"2029","0.54","10","0.91"
"317240","TS트릴리온","314","0","0.00",,,,,"277","1.13","0","0.00"
"057030","YBM넷","3825","-65","-1.67","313","12.22",,,"3196","1.20","150","3.92"
"040300","YTN","3160","35","1.12",,,,,"5796","0.55","0","0.00"
"051390","YW","3680","-5","-0.14","622","5.92",,,"9444","0.39","200","5.43"
"052220","iMBC","2910","60","2.11","90","32.33",,,"2544","1.14","0","0.00"
"079940","가비아","13800","420","3.14","1241","11.12",,,"11137","1.24","80","0.58"
"078890","가온그룹","4430","60","1.37",,,,,"10860","0.41","30","0.68"
"399720","가온칩스","55800","7750","16.13","552","101.09","1507","37.02","5398","10.34","0","0.00"
"036620","감성코퍼레이션","3460","-5","-0.14","268","12.91","439","7.87","859","4.03","0","0.00"
"198440","강동씨앤엘","1711","30","1.78",,,,,"2883","0.59","0","0.00"
"217730","강스템바이오텍","1708","10","0.59",,,,,"857","1.99","0","0.00"
"114190","강원에너지","11750","230","2.00","168","69.94",,,"1494","7.86","0","0.00"
"094480","갤럭시아머니트리","6950","210","3.12",,,,,"2897","2.40","45","0.65"
"039240","경남스틸","2915","5","0.17","317","9.20",,,"3999","0.73","120","4.12"
"053950","경남제약","1015","-32","-3.06",,,,,"2230","0.46","0","0.00"
"011040","경동제약","6940","10","0.14",,,,,"8409","0.83","400","5.76"
"024910","경창산업","2340","95","4.23","257","9.11",,,"3777","0.62","50","2.14"
"049720","고려신용정보","10250","20","0.20","846","12.12",,,"3279","3.13","380","3.71"
"014570","고려제약","5560","10","0.18",,,,,"7147","0.78","150","2.70"
"348150","고바이오랩","7890","-20","-0.25",,,,,"2321","3.40","0","0.00"
"098460","고영","11120","220","2.02","328","33.90","493","22.56","4654","2.39","140","1.26"
"035290","골드앤에스","507","-3","-0.59",,,,,"263","1.93","0","0.00"
"215000","골프존","69600","-400","-0.57","12973","5.36","13409","5.19","68089","1.02","4500","6.47"
"121440","골프존뉴딘홀딩스","3815","55","1.46","891","4.28",,,"16929","0.23","167","4.38"
"366030","공구우먼","4655","90","1.97","445","10.46",,,"2925","1.59","120","2.58"
"014200","광림","1006","0","0.00","203","4.96",,,"1843","0.55","0","0.00"
"029480","광무","3845","100","2.67","162","23.73",,,"2378","1.62","0","0.00"
"026910","광진실업","2595","-35","-1.33",,,,,"3427","0.76","0","0.00"
"421800","교보12호스팩","2125","55","2.66",,,,,,,"0","0.00"
"440790","교보13호스팩","2240","-15","-0.67",,,,,,,"0","0.00"
"456490","교보14호스팩","2215","0","0.00",,,,,,,"0","0.00"
"465320","교보15호스팩","2175","15","0.69",,,,,,,"0","0.00"
"482520","교보16호스팩","2050","0","0.00",,,,,,,"0","0.00"
"053270","구영테크","2455","105","4.47","736","3.34",,,"4086","0.60","50","2.04"
"066620","국보디자인","16630","30","0.18","4084","4.07",,,"31855","0.52","400","2.41"
"043650","국순당","5730","10","0.17",,,,,"14293","0.40","105","1.83"
"006050","국영지앤엠","1765","27","1.55","23","76.74",,,"1439","1.23","10","0.57"
"060480","국일신동","2020","0","0.00",,,,,"4163","0.49","50","2.48"
"078130","국일제지","800","0","0.00",,,,,"1055","0.76","0","0.00"
"307750","국전약품","5280","70","1.34","98","53.88",,,"1965","2.69","10","0.19"
"035080","그래디언트","13580","110","0.82",,,,,"40227","0.34","200","1.47"
"453450","그리드위즈","35300","350","1.00","922","38.29","1101","32.07","11848","2.98","0","0.00"
"204020","그리티","2835","-25","-0.87","424","6.69",,,"3802","0.75","100","3.53"
"402490","그린리소스","20300","300","1.50","388","52.32",,,"6248","3.25","0","0.00"
"114450","그린생명과학","3895","-145","-3.59",,,,,"1813","2.15","0","0.00"
"186230","그린플러스","11510","-400","-3.36",,,"692","16.64","3940","2.92","0","0.00"
"204620","글로벌텍스프리","3860","-75","-1.91",,,"333","11.58","1597","2.42","0","0.00"
"019660","글로본","622","23","3.84",,,,,"302","2.06","0","0.00"
"053260","금강철강","4945","5","0.10","281","17.60",,,"7818","0.63","130","2.63"
"282720","금양그린파워","11790","180","1.55","1695","6.96",,,"8935","1.32","300","2.54"
"036190","금화피에스시","27550","300","1.10","6435","4.28",,,"55933","0.49","1300","4.72"
"049080","기가레인","706","10","1.44",,,,,"651","1.08","0","0.00"
"420770","기가비스","43500","1000","2.35","2752","15.81","2235","19.46","16773","2.59","800","1.84"
"035460","기산텔레콤","1832","17","0.94","223","8.22",,,"2664","0.69","0","0.00"
"308100","까스텔바작","3135","-40","-1.26",,,,,"8736","0.36","0","0.00"
"407400","꿈비","6900","70","1.02",,,,,"3025","2.28","0","0.00"
"187790","나노","1025","0","0.00",,,,,"269","3.81","0","0.00"
"286750","나노브릭","1898","-37","-1.91",,,,,"471","4.03","0","0.00"
"121600","나노신소재","87700","500","0.57","1489","58.90","1634","53.67","19951","4.40","250","0.29"
"247660","나노씨엠에스","11170","10","0.09",,,,,"6279","1.78","0","0.00"
"039860","나노엔텍","4245","-225","-5.03",,,,,"1999","2.12","0","0.00"
"091970","나노캠텍","555","1","0.18",,,,,"884","0.63","0","0.00"
"417010","나노팀","13590","1640","13.72","259","52.47",,,"2600","5.23","0","0.00"
"405920","나라셀라","4000","-40","-0.99",,,,,"5593","0.72","80","2.00"
"051490","나라엠앤디","4680","150","3.31","640","7.31",,,"7218","0.65","70","1.50"
"137080","나래나노텍","4150","-20","-0.48",,,,,"8459","0.49","0","0.00"
"190510","나무가","12570","560","4.66","1455","8.64",,,"9272","1.36","0","0.00"
"242040","나무기술","1726","19","1.11",,,,,"1216","1.42","0","0.00"
"089600","나스미디어","17970","-170","-0.94","1478","12.16","2218","8.10","18833","0.95","700","3.90"
"293580","나우IB","1061","8","0.76","21","50.52",,,"999","1.06","18","1.70"
"138610","나이벡","18680","690","3.84",,,,,"2846","6.56","0","0.00"
"130580","나이스디앤비","4885","-25","-0.51","674","7.25","903","5.41","5889","0.83","182","3.73"
"036800","나이스정보통신","19210","-90","-0.47","3311","5.80","3240","5.93","36792","0.52","730","3.80"
"267320","나인테크","2610","110","4.40","217","12.03",,,"1758","1.48","0","0.00"
"111710","남화산업","4995","15","0.30","858","5.82",,,"8729","0.57","200","4.00"
"091590","남화토건","4095","-20","-0.49",,,,,"13091","0.31","50","1.22"
"168330","내츄럴엔도텍","2030","30","1.50",,,,,"985","2.06","0","0.00"
"094860","네오리진","1546","5","0.32",,,,,"1580","0.98","0","0.00"
"253590","네오셈","10490","380","3.76","219","47.90","445","23.58","2101","4.99","30","0.29"
"212560","네오오토","9220","260","2.90","1514","6.09",,,"13688","0.67","150","1.63"
"095660","네오위즈","20500","300","1.49","2380","8.61","1685","12.17","24005","0.85","245","1.20"
"042420","네오위즈홀딩스","17800","100","0.56","1049","16.97",,,"50721","0.35","0","0.00"
"311390","네오크레마","6400","100","1.59",,,,,"4091","1.56","0","0.00"
"085910","네오티스","3445","5","0.15",,,,,"3789","0.91","200","5.81"
"092730","네오팜","21000","150","0.72","2968","7.08","3631","5.78","20462","1.03","750","3.57"
"290660","네오펙트","999","10","1.01",,,,,"749","1.33","0","0.00"
"306620","네온테크","2030","20","1.00",,,,,"1012","2.01","0","0.00"
"153460","네이블","6760","-220","-3.15",,,,,"4889","1.38","0","0.00"
"007390","네이처셀","10940","-10","-0.09",,,,,"957","11.43","0","0.00"
"033640","네패스","11280","230","2.08",,,,,"6510","1.73","0","0.00"
"330860","네패스아크","16750","710","4.43",,,,,"18528","0.90","0","0.00"
"089140","넥스턴바이오","3190","95","3.07","1087","2.93",,,"14687","0.22","0","0.00"
"389650","넥스트바이오메디컬","25350","-3650","-12.59",,,,,,,"0","0.00"
"137940","넥스트아이","441","11","2.56",,,,,"1099","0.40","0","0.00"
"396270","넥스트칩","8730","410","4.93",,,,,"1625","5.37","0","0.00"
"348210","넥스틴","52400","600","1.16","3088","16.97","4979","10.52","12469","4.20","500","0.95"
"225570","넥슨게임즈","22600","100","0.44","177","127.68","1612","14.02","4117","5.49","0","0.00"
"217270","넵튠","5760","10","0.17",,,,,"8233","0.70","0","0.00"
"104620","노랑풍선","5100","20","0.39","374","13.64",,,"2543","2.01","0","0.00"
"194700","노바렉스","10410","-110","-1.05","1245","8.36","1260","8.26","11311","0.92","200","1.92"
"285490","노바텍","13390","190","1.44","2930","4.57",,,"15227","0.88","500","3.73"
"145170","노브랜드","16290","560","3.56","112","145.45",,,"14585","1.12","0","0.00"
"106520","노블엠앤비","411","0","0.00",,,,,"1432","0.29","0","0.00"
"376930","노을","2245","-20","-0.88",,,,,"1164","1.93","0","0.00"
"142280","녹십자엠에스","6110","-360","-5.56","85","71.88",,,"1636","3.73","0","0.00"
"234690","녹십자웰빙","9220","80","0.88","380","24.26","706","13.06","5655","1.63","100","1.08"
"054050","농우바이오","7590","80","1.07","645","11.77",,,"16055","0.47","200","2.64"
"069140","누리플랜","1422","11","0.78",,,,,"2944","0.48","0","0.00"
"040160","누리플렉스","2835","80","2.90","260","10.90",,,"7304","0.39","50","1.76"
"332290","누보","1450","27","1.90",,,,,"705","2.06","0","0.00"
"348340","뉴로메카","24850","650","2.69",,,"253","98.22","2284","10.88","0","0.00"
"060260","뉴보텍","1918","115","6.38",,,,,"1429","1.34","0","0.00"
"123840","뉴온","283","1","0.35",,,,,"373","0.76","0","0.00"
"012340","뉴인텍","630","-3","-0.47",,,,,"625","1.01","0","0.00"
"214870","뉴지랩파마","6920","0","0.00","300","23.07",,,,,"0","0.00"
"270870","뉴트리","9220","70","0.77","513","17.97",,,"11096","0.83","0","0.00"
"144960","뉴파워프라즈마","5730","170","3.06","475","12.06",,,"6007","0.95","50","0.87"
"085670","뉴프렉스","5150","120","2.39","278","18.53","1014","5.08","2991","1.72","0","0.00"
"064260","다날","3410","115","3.49",,,,,"4363","0.78","0","0.00"
"340360","다보링크","2145","-50","-2.28",,,,,"387","5.54","0","0.00"
"039560","다산네트웍스","3220","35","1.10",,,,,"7672","0.42","0","0.00"
"154040","다산솔루에타","1469","-1","-0.07","1491","0.99",,,"3322","0.44","0","0.00"
"032190","다우데이타","11450","460","4.19","1660","6.90",,,"30801","0.37","250","2.18"
"323350","다원넥스뷰","8100","-10","-0.12",,,,,,,"0","0.00"
"068240","다원시스","10430","170","1.66","108","96.57",,,"6041","1.73","0","0.00"
"020400","대동금속","6890","10","0.15","260","26.50",,,"16443","0.42","60","0.87"
"008830","대동기어","8030","50","0.63","308","26.07",,,"9686","0.83","40","0.50"
"048470","대동스틸","4140","95","2.35",,,,,"7347","0.56","30","0.72"
"004780","대륙제관","3940","-15","-0.38","822","4.79",,,"8909","0.44","110","2.79"
"017650","대림제지","7230","20","0.28","2201","3.28",,,"31419","0.23","100","1.38"
"007720","대명소노시즌","585","9","1.56",,,,,"1140","0.51","0","0.00"
"389260","대명에너지","13070","-30","-0.23","360","36.31",,,"7094","1.84","0","0.00"
"317850","대모","10170","350","3.56",,,,,"5568","1.83","40","0.39"
"290670","대보마그네틱","18100","450","2.55",,,,,"9329","1.94","0","0.00"
"078140","대봉엘에스","13450","250","1.89","382","35.21",,,"11027","1.22","50","0.37"
"065150","대산F&B","145","0","0.00",,,,,"205","0.71","0","0.00"
"036480","대성미생물","10030","-70","-0.69",,,,,"9829","1.02","75","0.75"
"027830","대성창투","1644","34","2.11","46","35.74",,,"1573","1.05","0","0.00"
"104040","대성파인텍","918","2","0.22",,,,,"1618","0.57","0","0.00"
"129920","대성하이텍","4460","-125","-2.73",,,"369","12.07","5446","0.82","0","0.00"
"438220","대신밸런스제13호스팩","2155","-15","-0.69",,,,,,,"0","0.00"
"442310","대신밸런스제14호스팩","2300","5","0.22",,,,,,,"0","0.00"
"457390","대신밸런스제15호스팩","2350","-50","-2.08",,,,,,,"0","0.00"
"457630","대신밸런스제16호스팩","2160","-10","-0.46",,,,,,,"0","0.00"
"471050","대신밸런스제17호스팩","2175","15","0.69",,,,,,,"0","0.00"
"020180","대신정보통신","914","-6","-0.65",,,,,"744","1.23","20","2.19"
"045390","대아티아이","2920","25","0.86","158","18.48",,,"1730","1.69","0","0.00"
"108380","대양전기공업","13500","90","0.67","904","14.93","1418","9.52","24418","0.55","0","0.00"
"007680","대원","4415","-60","-1.34",,,,,"20879","0.21","0","0.00"
"048910","대원미디어","8330","50","0.60","514","16.21","623","13.38","8346","1.00","100","1.20"
"005710","대원산업","6010","10","0.17","1784","3.37",,,"22246","0.27","175","2.91"
"290380","대유","2300","0","0.00",,,,,"3410","0.67","0","0.00"
"120240","대정화금","15940","30","0.19","1807","8.82",,,"23228","0.69","450","2.82"
"003310","대주산업","1470","2","0.14","287","5.12",,,"2167","0.68","42","2.86"
"078600","대주전자재료","114300","-1800","-1.55","47","2431.91","2214","51.64","10513","10.87","0","0.00"
"096350","대창솔루션","359","4","1.13","15","23.93",,,"189","1.90","0","0.00"
"140520","대창스틸","2320","-25","-1.07","122","19.02",,,"7191","0.32","150","6.47"
"131220","대한과학","6630","840","14.51","543","12.21",,,"5260","1.26","60","0.90"
"010170","대한광통신","1042","1","0.10",,,,,"1020","1.02","0","0.00"
"054670","대한뉴팜","9320","-30","-0.32","894","10.43",,,"7791","1.20","100","1.07"
"023910","대한약품","27450","350","1.29","4834","5.68","4897","5.61","42172","0.65","750","2.73"
"021040","대호특수강","3765","45","1.21",,,,,"5802","0.65","0","0.00"
"021045","대호특수강우","7600","0","0.00",,,,,,,"0","0.00"
"067080","대화제약","10260","90","0.88",,,,,"4181","2.45","150","1.46"
"298540","더네이쳐홀딩스","10680","20","0.19","3377","3.16","3883","2.75","21542","0.50","400","3.75"
"032860","더라미","3640","0","0.00",,,,,"1318","2.76","0","0.00"
"393890","더블유씨피","20700","150","0.73","1591","13.01","961","21.55","29689","0.70","0","0.00"
"299170","더블유에스아이","1740","8","0.46","96","18.13",,,"1339","1.30","0","0.00"
"224060","더코디","5560","-30","-0.54",,,,,"9941","0.56","0","0.00"
"043090","더테크놀로지","298","3","1.02",,,,,"662","0.45","0","0.00"
"213420","덕산네오룩스","30550","-350","-1.13","1456","20.98","2141","14.27","14375","2.13","0","0.00"
"317330","덕산테코피아","39750","650","1.66",,,,,"9756","4.07","0","0.00"
"077360","덕산하이메탈","5670","110","1.98","125","45.36","895","6.34","6369","0.89","0","0.00"
"090410","덕신이피씨","1555","14","0.91","523","2.97",,,"2473","0.63","30","1.93"
"263600","덕우전자","6660","310","4.88",,,,,"6335","1.05","0","0.00"
"194480","데브시스터즈","41200","-450","-1.08",,,"5209","7.91","12332","3.34","0","0.00"
"263800","데이타솔루션","4475","75","1.70","99","45.20",,,"2069","2.16","0","0.00"
"206560","덱스터","5710","170","3.07",,,,,"2109","2.71","0","0.00"
"261200","덴티스","8290","-20","-0.24","263","31.52",,,"3644","2.27","0","0.00"
"067990","도이치모터스","4940","10","0.20","373","13.24",,,"13627","0.36","370","7.49"
"006620","동구바이오제약","6020","-90","-1.47","428","14.07",,,"3999","1.51","120","1.99"
"100130","동국S&C","3315","-5","-0.15",,,,,"4087","0.81","0","0.00"
"005160","동국산업","5850","130","2.27",,,"172","34.00","7503","0.78","130","2.22"
"075970","동국알앤에스","2730","50","1.87","37","73.78",,,"4237","0.64","80","2.93"
"086450","동국제약","17110","130","0.77","1073","15.95","1510","11.33","12177","1.41","180","1.05"
"099410","동방선기","2570","-10","-0.39","354","7.26",,,"2591","0.99","0","0.00"
"033500","동성화인텍","13180","280","2.17","993","13.27","1392","9.47","5816","2.27","250","1.90"
"025950","동신건설","19800","-120","-0.60","932","21.24",,,"11512","1.72","150","0.76"
"088130","동아엘텍","7310","80","1.11",,,,,"17718","0.41","150","2.05"
"041930","동아화성","6630","70","1.07","951","6.97",,,"10151","0.65","150","2.26"
"060380","동양에스텍","1722","2","0.12","221","7.79",,,"4146","0.42","50","2.90"
"079960","동양이엔피","19900","320","1.63","5975","3.33",,,"41506","0.48","400","2.01"
"228340","동양파일","2150","15","0.70","258","8.33",,,"6404","0.34","0","0.00"
"088910","동우팜투테이블","2140","15","0.71","1027","2.08",,,"8537","0.25","30","1.40"
"094170","동운아나텍","18770","0","0.00","1452","12.93","1472","12.75","3206","5.85","70","0.37"
"013120","동원개발","2620","20","0.77","469","5.59","496","5.29","11397","0.23","80","3.05"
"109860","동일금속","9230","50","0.54","36","256.39",,,"17698","0.52","400","4.33"
"032960","동일기연","11430","-30","-0.26","592","19.31",,,"17054","0.67","35","0.31"
"023790","동일철강","1225","8","0.66",,,,,"921","1.33","0","0.00"
"005290","동진쎄미켐","33850","800","2.42","2476","13.67",,,"15658","2.16","120","0.35"
"025900","동화기업","12140","140","1.17",,,"770","15.76","19279","0.63","0","0.00"
"131970","두산테스나","36000","250","0.70","2853","12.62","3626","9.93","20981","1.72","160","0.44"
"073190","듀오백","2350","10","0.43",,,,,"1477","1.59","0","0.00"
"030350","드래곤플라이","410","17","4.33",,,,,"413","0.99","0","0.00"
"203650","드림시큐리티","2770","65","2.40","444","6.24",,,"2104","1.32","0","0.00"
"223250","드림씨아이에스","3860","5","0.13","160","24.13",,,"2316","1.67","0","0.00"
"060570","드림어스컴퍼니","2095","35","1.70",,,,,"2180","0.96","0","0.00"
"362990","드림인사이트","2045","20","0.99","277","7.38",,,"1568","1.30","0","0.00"
"217620","디딤이앤에프","381","0","0.00",,,,,"14","27.21","0","0.00"
"016670","디모아","5790","-40","-0.69",,,,,"14730","0.39","0","0.00"
"187870","디바이스이엔지","13800","250","1.85","1058","13.04",,,"20419","0.68","100","0.72"
"110990","디아이티","17730","100","0.57","719","24.66",,,"10145","1.75","180","1.02"
"263690","디알젬","8290","-30","-0.36","834","9.94",,,"7200","1.15","180","2.17"
"214680","디알텍","3280","90","2.82",,,"75","43.71","1091","3.01","0","0.00"
"347850","디앤디파마텍","28800","-800","-2.70","441","65.31",,,"5022","5.73","0","0.00"
"263720","디앤씨미디어","20150","220","1.10","328","61.43","1265","15.93","6466","3.12","0","0.00"
"376300","디어유","21850","100","0.46","1104","19.79","1610","13.57","7141","3.06","0","0.00"
"109740","디에스케이","5440","-130","-2.33","125","43.52",,,"5146","1.06","0","0.00"
"196490","디에이테크놀로지","203","0","0.00",,,,,"303","0.67","0","0.00"
"066900","디에이피","2490","-5","-0.20",,,,,"6055","0.41","0","0.00"
"127120","디엔에이링크","3260","60","1.88",,,,,"1406","2.32","0","0.00"
"092070","디엔에프","14840","290","1.99","447","33.20",,,"13395","1.11","200","1.35"
"039840","디오","16150","-200","-1.22","227","71.15","357","45.28","13386","1.21","0","0.00"
"219550","디와이디","282","14","5.22",,,,,"746","0.38","0","0.00"
"310870","디와이씨","1187","28","2.42","213","5.57",,,"2465","0.48","25","2.11"
"104460","디와이피엔에프","12870","10","0.08","590","21.81",,,"11581","1.11","200","1.55"
"079810","디이엔티","8170","440","5.69","58","140.86",,,"6651","1.23","0","0.00"
"113810","디젠스","895","2","0.22","90","9.94",,,"541","1.65","0","0.00"
"043360","디지아이","2210","15","0.68",,,,,"4791","0.46","0","0.00"
"197140","디지캡","3010","30","1.01",,,,,"4574","0.66","0","0.00"
"068930","디지털대성","6890","-80","-1.15","473","14.57",,,"5993","1.15","200","2.90"
"033130","디지틀조선","1670","23","1.40","92","18.15",,,"2288","0.73","20","1.20"
"105740","디케이락","8430","300","3.69","1199","7.03",,,"13084","0.64","250","2.97"
"263020","디케이앤디","3430","0","0.00","460","7.46",,,"4435","0.77","50","1.46"
"290550","디케이티","11930","380","3.29","248","48.10","1616","7.38","7094","1.68","0","0.00"
"066670","디티씨","3545","65","1.87","233","15.21",,,"10242","0.35","50","1.41"
